Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
3602690886a0b1795f721664e93c96f4b4c9f5a9,Changing parameter name `newline` ==> `delimiter`.,f5ff05be1ed04bcc50e33af28fb54382466a32e8,False,requests/models.py
cfd6e25749dd17c6b511043a6720b672f74029ed,"fix failing test ""test_prepare_unicode_url""",6b58a359e8af882eb3fd89a54e0a4db38c9afa2e,False,requests/models.py
77687de5099b6b65cde5901a29a3b1c5e751b8a2,"Revert ""fix failing test ""test_prepare_unicode_url""""

This reverts commit cfd6e25749dd17c6b511043a6720b672f74029ed.",c044a70796f5ba7cbe8f5a4c45a849c3acf09037,False,requests/models.py
26ed7c2e1dce4271f3a3b111a167a6dcca3acddf,"fix failing test ""test_prepare_unicode_url""",77687de5099b6b65cde5901a29a3b1c5e751b8a2,False,requests/models.py
8e69c9f0a16b37990df4430eb81a5138520689ac,"Revert ""fix failing test ""test_prepare_unicode_url""""

This reverts commit 26ed7c2e1dce4271f3a3b111a167a6dcca3acddf.",26ed7c2e1dce4271f3a3b111a167a6dcca3acddf,False,requests/models.py
583859b8204a1e9dd8a337f1ca06e31e8f79b5f8,"fix failing test ""test_prepare_unicode_url"" \(take 3\)",8e69c9f0a16b37990df4430eb81a5138520689ac,False,test_requests.py
f2f3bdea8da5f4ba7f56d6a9dd4b2b5f414abf32,Note about read timeout errors and max_retries,be805f942ea5286e4b6b5c899d96e8cb9e76e66c,False,HISTORY.rst
d505b94fa47dbce4eae4db09d0056b7808b71b01,"Add DeprecationWarnings to inform users of plans

After a long discussion in IRC and on several issues, the developers of
requests have decided to remove specific functions from requests.utils
in version 3.0.0. To give users ample time to prepare for this, we've
added DeprecationWarnings long in advance. See also the planning of this
in issue #2266.",be805f942ea5286e4b6b5c899d96e8cb9e76e66c,False,requests/utils.py
091991be0da19de9108dbe5e3752917fea3d7fdc,"Merge pull request #2306 from ssadler/fix-failing-test-test_prepare_unicode_url

Fix failing test test_prepare_unicode_url","be805f942ea5286e4b6b5c899d96e8cb9e76e66c, 583859b8204a1e9dd8a337f1ca06e31e8f79b5f8",True,
29ef1081583115c8bb2c8a592b883dc7c835240c,"Use to_native_string instead of builtin_str

Fixes #2316",091991be0da19de9108dbe5e3752917fea3d7fdc,False,"requests/sessions.py, test_requests.py"
124c0940e969cab670a92964e39d212bc6f0afc5,"Merge pull request #2317 from sigmavirus24/bug/2316

Use to_native_string instead of builtin_str","091991be0da19de9108dbe5e3752917fea3d7fdc, 29ef1081583115c8bb2c8a592b883dc7c835240c",True,
122c92e59002cad20c29be4e9ec9d4f6d50a1ef6,"Merge pull request #2253 from yossigo/digest_redirect_fix

A fix for #1979: repeat HTTP digest authentication after redirect.","124c0940e969cab670a92964e39d212bc6f0afc5, 3d8823cafc82fd9849eef6650a54a61554079b61",True,
3155bc99362a8c6ab136b6a3bb999732617cd2e5,"Close sessions created in the functional API

This is related to #1882 and #1685. By calling close on the session, we
clear the PoolManager operated by the Session and close all sockets.

Fixes #1882
Partially-fixes #1685",1c52d15d9772e459add567cbdc9d38a284a8d939,False,requests/api.py
ee50afef59ca47879144448ae056a2836f3d4534,Fixed.,34f6088c8f3f2bac942c84ce2ffa92dfdee5aa4e,False,requests/models.py
67c505781cece96763b86c47967efb785f33b079,"Fix HTTPDigestAuth not to treat non-file as a file

Ensure pos is set to None when the body is not a file
so that HTTPDigestAuth detects the type of the body correctly.",431282e77888e6601991d8c1e2481b3692f4194a,False,requests/auth.py
19b8e3042e8bd5abf4da2464ac3b45551f88e292,"Merge pull request #2333 from akitada/reinit-pos

Fix HTTPDigestAuth not to treat non-file as a file","431282e77888e6601991d8c1e2481b3692f4194a, 67c505781cece96763b86c47967efb785f33b079",True,
45ef1f8eeb866fc2791b74332e001ae82bf49ae2,"Merge pull request #2332 from asnelzin/fix-2329

Add overriding Content-Length","e4ddca0f8b5f61a7cc5f3c1e46174ac05f8f6920, ee50afef59ca47879144448ae056a2836f3d4534",True,
1601387cbe1f91080803ddc6a9cb4d0df2d4869b,"Merge pull request #2308 from kevinburke/read-timeout-retry

Note about read timeout errors and max_retries","45ef1f8eeb866fc2791b74332e001ae82bf49ae2, a703e24573d46871f5cd63631e33778281981f24",True,
2eb7e3c80b345f6c6e13fadf6f1ba98efccdd2e2,Add last few changes and add a quick test,f54a4e3de186495a5254d21ae698c677c71b90c3,False,"requests/adapters.py, requests/exceptions.py, test_requests.py"
087a27aba97d3eac017d321e37bf1970f8833c1a,"Partially addresses Issue #1572

Addresses the LocationParseError but not the DecodeError from
kennethreitz#1572. When running
test_requests.py, I got an error in test_session_pickling which resulted
in a TypeError. I'm not sure of the reason for the TypeError but I have
commented out that test.",9dc660269f3270cf60ba5e1fd855e853241218d5,False,"requests/models.py, test_requests.py"
3246b1fe172ca3d4f098e85467234ded2f833b31,Changed ConnectionError to InvalidURL,087a27aba97d3eac017d321e37bf1970f8833c1a,False,"requests/models.py, test_requests.py"
c8baf881257ff3194879ad79bef81c27007b4dcf,"Properly serialize RecentlyUsedContainers for cache

RecentlyUsedContainers are threadsafe so they require a lock and as such
cannot be serialized with pickle directly. To handle it, we need to
convert it to a dictionary first and then back when deserializing.

Fixes #2345",431282e77888e6601991d8c1e2481b3692f4194a,False,requests/sessions.py
1c4a666b161772d64af91d744e9ac9e92602ff3c,"Merge pull request #2353 from mattrobenolt/patch-1

url was already parsed, don't urlparse twice","9dc660269f3270cf60ba5e1fd855e853241218d5, 2a5364cf72fb8156773d6304c0e3e21472de8002",True,
53d02381e22436b6d0757eb305eb1a960f82d361,"Merge pull request #2349 from sigmavirus24/fix-pickling

Properly serialize RecentlyUsedContainers for cache","8ae4d02d73dc3506f77a0b139c974097729dffa8, c8baf881257ff3194879ad79bef81c27007b4dcf",True,
4e90aa7bd0c8051fe4894971fb77c72a26a92728,"Merge pull request #2363 from sigmavirus24/fix-tests

Update tests to work offline","f172b30356d821d180fa4ecfa3e71c7274a32de4, cf82d4406be55c71983d05d7f6e18917540b5c69",True,
1d9bf43def50780f733e83b9e0d99c9673f0abbe,"Merge pull request #2373 from frewsxcv/patch-1

Enable GitHub syntax highlighting on README","4e90aa7bd0c8051fe4894971fb77c72a26a92728, bf2e73522f09dd131c5c8f78efd3ef6d6bc1d4d7",True,
508f4b1ca514b2f18adaba807eaa81e0c298b8e1,Updated the broken link to twitter streaming API documentation,1d9bf43def50780f733e83b9e0d99c9673f0abbe,False,docs/user/advanced.rst
e23bf10cf4ecc62f6c3dd6284043516fb833d9ce,"Merge pull request #2374 from krvc/fix_link

Updated the broken link to twitter streaming API documentation","1d9bf43def50780f733e83b9e0d99c9673f0abbe, 508f4b1ca514b2f18adaba807eaa81e0c298b8e1",True,
e8d02ea0bbc05042e618a7ca115f4fca7b2deeb9,"utils.guess_filename fails if the given parameter looks like a file object but has a non-string name attribute

e.g. a cherrypy uploaded file behave like a regular file, except that its name attribute is an int and passing it directly to requests fails because of that",e23bf10cf4ecc62f6c3dd6284043516fb833d9ce,False,"AUTHORS.rst, requests/utils.py, test_requests.py"
a8205bb5091bc0051bbd664deb4b1414558e7a87,"Merge pull request #2379 from arthurdarcet/master

utils.guess_filename fails if the given parameter looks like a file object but has a non-string name attribute","e23bf10cf4ecc62f6c3dd6284043516fb833d9ce, e8d02ea0bbc05042e618a7ca115f4fca7b2deeb9",True,
01b58ba04e694384119e33b05726b81757022b2e,"Fix a typo in a comment

I just fixed a minor typo: ""throws"" is misspelled as ""thows"".",a8205bb5091bc0051bbd664deb4b1414558e7a87,False,requests/compat.py
d7c0249aa8d46d1383cb31d38196c7715c213611,"Merge pull request #2381 from namlede/patch-1

Fix a typo in a comment","a8205bb5091bc0051bbd664deb4b1414558e7a87, 01b58ba04e694384119e33b05726b81757022b2e",True,
925e975295e2fe772268e748c6c074af7b0ae47d,catch exception more specifically in Response.ok,d7c0249aa8d46d1383cb31d38196c7715c213611,False,requests/models.py
f723ab538f2cfa52ad25cdacb90d7d91fbdb3f00,"Merge pull request #2382 from daftshady/exception

catch exception more specifically","d7c0249aa8d46d1383cb31d38196c7715c213611, 925e975295e2fe772268e748c6c074af7b0ae47d",True,
bd3cf95e34aa49c8d764c899672048df107e0d70,Fix error handling on Python 3,386c589ba0832eed62aef91a30adaed3d5648d1c,False,requests/models.py
86c3ecfd341e4e86977317f03ae344d363c63e3a,"Fix bug in renegotiating a nonce with the server

If a session runs long enough (without constant activity) then the server can
expire the nonce the session has negotiated. If that happens the session will
get a new 401 response which we were immediately returning to the user. A user
would then have to essentially reinitialize session.auth each time they get an
unexpected 401.

Also, there's no need for setattr calls when we can simply assign the
attribute on the instance.",bd3cf95e34aa49c8d764c899672048df107e0d70,False,requests/auth.py
eccbf4a4125199d353ec53e11dea56592270041a,"Merge pull request #2389 from sigmavirus24/bug/fix-digest-auth

Fix bug in renegotiating a nonce with the server","bd3cf95e34aa49c8d764c899672048df107e0d70, 86c3ecfd341e4e86977317f03ae344d363c63e3a",True,
892f2560c1fc99260a8cb073478c0c6e7245bd93,"Changing year in all copyright information

- Happy new year! Thanks for this awesome library :)",2d1ffad80bdfbefcb1922e0129fca28d493d3fb0,False,"LICENSE, docs/conf.py, requests/__init__.py"
7612015424c88cfd98f6be692ff994898aee1502,"Merge pull request #2395 from shrayasr/happy-new-year

Changing year in all copyright information","2d1ffad80bdfbefcb1922e0129fca28d493d3fb0, 892f2560c1fc99260a8cb073478c0c6e7245bd93",True,
a57eacf080ac6c441dc85eb62340fb188003c479,"Merge pull request #2375 from sigmavirus24/fix-imports-when-unbundled

Copy pip's import machinery wholesale","b176ccd481eb0c327e6b55254f580b59b3aecce4, da82fb4b1d287caff3a2a99692be111eccbd1347",True,
751b35c346e1cf373fcf4b2f19683ebfbd9dae3d,"Attempt to quote anyway if unquoting fails

Fixes #2356",bd3cf95e34aa49c8d764c899672048df107e0d70,False,"requests/utils.py, test_requests.py"
677bbe30d7b26b006d8b38107e1db9cbd429ac2f,"Move noncebit to the only place it is used

Since we only allow for ""auth"" qop-value, hardcode it

Fixes #2408",d2d576b6b1101e2871c82f63adf2c2b534c2dabc,False,requests/auth.py
eec44dbbb1a0ce0427bf5151aa32ad5fcd1898e5,"Check that a filename is a basestring instance

Instead of only checking one or another type of string-like object that
we accept, let's be able to check both. Previously, we only checked if
the filename was an instance of the native str type which on Python 2
excluded unicode filenames and bytes-like filenames on Python 3.

Fixes #2411",d2d576b6b1101e2871c82f63adf2c2b534c2dabc,False,"requests/compat.py, requests/utils.py, test_requests.py"
74d85d0a2f21b6d888e8f5a5c4988e04ca522afc,"HISTORY: replace n-dash to workaround pip bug

There exists a problem (maybe a bug?) in pip when using a locale like
`LC_ALL=C` (which is commonly used by CI environments and system
configuration tools such as Puppet), where the PKG-INFO file is decoded
using ascii, raising a UnicodeDecodeError when PKG-INFO contains
non-ASCII characters (such as the n-dash removed by this commit):

> Downloading/unpacking requests from https://pypi.python.org/packages/source/r/requests/requests-2.5.1.tar.gz
>   Downloading requests-2.5.1.tar.gz (443Kb): 443Kb downloaded
>   Running setup.py egg_info for package requests
>
> Exception:
> Traceback (most recent call last):
>   File ""/usr/lib/python3/dist-packages/pip/basecommand.py"", line 104, in main
>     status = self.run(options, args)
>   File ""/usr/lib/python3/dist-packages/pip/commands/install.py"", line 245, in run
>     requirement_set.prepare_files(finder, force_root_egg_info=self.bundle, bundle=self.bundle)
>   File ""/usr/lib/python3/dist-packages/pip/req.py"", line 1014, in prepare_files
>     req_to_install.assert_source_matches_version()
>   File ""/usr/lib/python3/dist-packages/pip/req.py"", line 359, in assert_source_matches_version
>     version = self.installed_version
>   File ""/usr/lib/python3/dist-packages/pip/req.py"", line 351, in installed_version
>     return self.pkg_info()['version']
>   File ""/usr/lib/python3/dist-packages/pip/req.py"", line 318, in pkg_info
>     data = self.egg_info_data('PKG-INFO')
>   File ""/usr/lib/python3/dist-packages/pip/req.py"", line 261, in egg_info_data
>     data = fp.read()
>   File ""/usr/lib/python3.2/encodings/ascii.py"", line 26, in decode
>     return codecs.ascii_decode(input, self.errors)[0]
> UnicodeDecodeError: 'ascii' codec can't decode byte 0xe2 in position 8161: ordinal not in range(128)

I'm not able to reproduce this by installing the package directly, only by
installing another package which depends on it (via `install_requires`).

The command I used was `LC_ALL=C /usr/bin/pip-3.2 install --upgrade ocflib`,
with ""pip 1.1 from /usr/lib/python3/dist-packages (python 3.2)"" (which
is the packaged version for Debian 7).

Although this should probably be addressed ultimately in pip, replacing
this character in HISTORY is a pain-free and pragmatic way to help
developers and system administrators who may be stuck with old versions
of pip for many years to come.",d2d576b6b1101e2871c82f63adf2c2b534c2dabc,False,HISTORY.rst
2f7f6a57f35f204685840eb57d29ef454e45ba30,"Merge pull request #2420 from chriskuehl/master

Replace n-dash in HISTORY to workaround pip bug","d2d576b6b1101e2871c82f63adf2c2b534c2dabc, 74d85d0a2f21b6d888e8f5a5c4988e04ca522afc",True,
fb1971778f0a199e65193af4bbd0a040fd3808f8,Bug fix: field uri in digest authentication should not be empty when encounter http redirections,2f7f6a57f35f204685840eb57d29ef454e45ba30,False,requests/auth.py
cf3a7f4945c2f8ace6f946b5d225856e032e86fe,"Merge pull request #2415 from sigmavirus24/bug/2408

Move noncebit to the only place it is used","2f7f6a57f35f204685840eb57d29ef454e45ba30, 677bbe30d7b26b006d8b38107e1db9cbd429ac2f",True,
3314eb9a627a62cdaf0dbdcda623273ce253f715,"Merge pull request #2413 from sigmavirus24/bug/2411

Check that filenames are unicode or bytes","cf3a7f4945c2f8ace6f946b5d225856e032e86fe, eec44dbbb1a0ce0427bf5151aa32ad5fcd1898e5",True,
b137472936cbe6a6acabab538c1d05ed4c7da638,"Merge pull request #2393 from sigmavirus24/bug/2356

Attempt to quote anyway if unquoting fails","383b20b02324e5c5d1970dd3ab0ba29bd991d2b2, 751b35c346e1cf373fcf4b2f19683ebfbd9dae3d",True,
ff56e431ad94ce54ad0fb8e11113474ea1362112,"Update support documentation to be more accurate

We were missing instructions to report security vulnerabilities,
and all of the documentation referred to Kenneth as the only
source of support. We were also missing a link to StackOverflow.",b137472936cbe6a6acabab538c1d05ed4c7da638,False,docs/community/support.rst
e6448578776f6abe5116017103f6503369dccf1b,Fix typo. Use smaller paragraphs. Add CVE list,3a5e2b2f3de4d46ea247ad88a26c09867d048712,False,docs/community/support.rst
69b7c45c2e1fc84e1d64ae95454afa69546c7e08,"Merge pull request #2436 from colindickson/master

Fix for failing test: test_connection_error","b137472936cbe6a6acabab538c1d05ed4c7da638, ced6550a2555002f6c081d75547f30fd3fc5e29c",True,
ced6550a2555002f6c081d75547f30fd3fc5e29c,"split test_connection_error into two distinct tests, and changed ""unknown url"" test URL since fooobarbangbazbing.httpbin.org currently gives a valid response.",b137472936cbe6a6acabab538c1d05ed4c7da638,False,test_requests.py
80aee7a2252f15d6790f15e1d98d59885e9c7e7b,add a timeout value to connection_error_invalid_port test to accelerate failure,ced6550a2555002f6c081d75547f30fd3fc5e29c,False,test_requests.py
426493f388e0b0f657e244962d382d31ad7afad9,"Merge pull request #2438 from colindickson/master

add a timeout value to connection_error_invalid_port test to accelerate failure","c7beb703bf5c5991a2c54018b21969a72d4c40f2, 80aee7a2252f15d6790f15e1d98d59885e9c7e7b",True,
291b6b24b7a4645dc7b8b9ee8919c62c65b85fef,"Update to use readthedocs.org instead of rtfd.org 

https://toolbelt.rtfd.org causes an SSL error because the wildcard SSL cert is for *.readthedocs.org.",426493f388e0b0f657e244962d382d31ad7afad9,False,docs/user/quickstart.rst
69d9594338292e8b6cbbca236cde25fad33e3a47,"Merge pull request #2440 from aquarion/patch-1

Update to use readthedocs.org instead of rtfd.org

The requests-toolbelt link can't mix HTTPS with the short domain rtfd.","426493f388e0b0f657e244962d382d31ad7afad9, 291b6b24b7a4645dc7b8b9ee8919c62c65b85fef",True,
6ea3f2ada87177559188bfc9148af1b2384f38c6,"Only alias the imports for vendored dependencies

While discussion the issue, Donald Stufft (@dstufft) and I realized the
simplest solution is to simply add an alias per vendored dependency. The
resulting changes are simple and effective. It prevents the issue in
2.5.2 and 2.5.3 where the following would work:

    from requests.packages import webbrowser

This now appropriately raises an ImportError.

Closes #2465",461b740db6ae3d3ab1c5d975b657307f5c630fcb,False,requests/packages/__init__.py
2669f0c0b1e98c9ea36d2614d48b07ad150ea276,"Fix when packages are unvendored

When working these changes back upstream to pip, we realized that the
previous fix wasn't ideal since unvendoring the packages broke the
imports. For example, if urllib3 were unvendored, then the following
would fail:

    from requests.packages import urllib3",9d8a57f2a29de97682d85d71ea98354ac8223442,False,requests/packages/__init__.py
39e49e5fb906d23fcc81197cfec85ca71b1a36d9,"Merge pull request #2466 from sigmavirus24/bug/2465

Only add VendorAliases for vendored dependencies","61f4faae704e6b07ac70c9c26d97c5023156edf6, 2669f0c0b1e98c9ea36d2614d48b07ad150ea276",True,
ec700a9a1338975cbd340001091aa2c6d98c8988,Avoid duplicating files data when creating a Request with str/bytes/bytearray in the files argument. 30-40% performance improvement.,61f4faae704e6b07ac70c9c26d97c5023156edf6,False,requests/models.py
62200cb07e76b0b6189bc64d1ca35d43514d0566,Add testcase to demonstrate r.iter_lines() reentrancy issue,c53aa08cce050fcbe581467a62c6fc16462f1b1a,False,test_requests.py
4497a26c376c60360d05644b574be0db3c887fe3,Document Response.iter_lines() reentrancy issues,62200cb07e76b0b6189bc64d1ca35d43514d0566,False,"docs/user/advanced.rst, requests/models.py"
c4bd6ea1501ee24a7e45d3e888f11d2a52e41469,"Import urllib3's Retry location from the right place

Importing from urllib3's top-level location causes the namespace to be
urllib3.util.retry.Retry instead of
requests.packages.urllib3.util.retry.Retry. Without this fix, an using
requests with an un-vendored version of urllib3 will break when urllib3's
retry handling kicks in.

Closes shazow/urllib3#567",9adaae6785a3526319e6aabab5ed551062636970,False,requests/adapters.py
bc746e158cebf034a5010c2d130a19be94702cf8,"Merge pull request #2485 from sigmavirus24/bug/shazow/urllib3/567

Import urllib3's Retry location from the right place","9adaae6785a3526319e6aabab5ed551062636970, c4bd6ea1501ee24a7e45d3e888f11d2a52e41469",True,
1acc4992d42950b54a7be1b0dcacdaac35d32436,"Parse version number out of requests/__init__.py

With the new import machinery in requests/packages/__init__.py people
using `python setup.py test` will not be able to run the tests the first
time on a new environment. The VendorAlias logic breaks the import
machinery and the tests fail. By removing the import of requests in
setup.py, we avoid the issue where sys.meta_path continues to have the
version of VendorAlias from the import in setup.py.

Closes #2462",9adaae6785a3526319e6aabab5ed551062636970,False,setup.py
573d460aa7f7883951adc1fe9f05a89130d84b09,"Add return type field to entry-point docstrings

Fixes: #2483",bc746e158cebf034a5010c2d130a19be94702cf8,False,"AUTHORS.rst, requests/api.py"
8a2fd7ce6d3c543d224bace94c2222e2c24cc58d,"Merge pull request #2486 from sigmavirus24/bug/2462

Extract version from requests/__init__.py instead of importing requests","76f7ce8a249e57df5ed1f2331a43e635895bdbba, 1acc4992d42950b54a7be1b0dcacdaac35d32436",True,
f7c85685a8e484715649c13bacae6adc7f5f3908,Add explanatory comment for cookie change,3bd8afbff29e50b38f889b2f688785a669b9aafc,False,requests/sessions.py
bbbd9de6fdc8a99846414cdfc582974e49478c7b,"Merge pull request #2472 from scholer/master

Avoid data duplication when creating a Request with str/bytes/bytearray input","e776bb26560fe5e9fe7ae72719519e1d011b5d23, ec700a9a1338975cbd340001091aa2c6d98c8988",True,
3385c789991197d9b08da1de203615f6f40c2738,Update 2.6.0 changelog with CVE number.,fa338da717124188b21d48df55f2fa9aca459d12,False,HISTORY.rst
8c6d82a244880004863abe6b311ec0cf6a8e4a96,"Merge pull request #2496 from Lukasa/cve

Update 2.6.0 changelog with CVE number CVE-2015-2296","fa338da717124188b21d48df55f2fa9aca459d12, 3385c789991197d9b08da1de203615f6f40c2738",True,
bedd2be0a75c355229e43cb71bac398400d81e7a,Clarify that we ship patches early.,b974cd374165214bc55712b41082d8b3dba43c67,False,docs/community/vulnerabilities.rst
1b5317ea088b26e386c53e6a4f55558915467bb5,Minor Patch TypeError thrown,8dda20f8e3274ee9dd0d32b488960584f55dd50a,False,"AUTHORS.rst, requests/packages/urllib3/connectionpool.py"
a0f5776f3546d2ced19d9e264c53176a23d3b078,"Merge pull request #2513 from Montycarlo/master

Minor Patch TypeError thrown","8dda20f8e3274ee9dd0d32b488960584f55dd50a, 1b5317ea088b26e386c53e6a4f55558915467bb5",True,
b2ce5be9d049a73e0adb475156435b854355f234,"Revert ""Minor Patch TypeError thrown""",a0f5776f3546d2ced19d9e264c53176a23d3b078,False,"AUTHORS.rst, requests/packages/urllib3/connectionpool.py"
e95e173b8c77997c8832bc2c4c442a9a69ffabc3,"Merge pull request #2514 from kennethreitz/revert-2513-master

Revert ""Minor Patch TypeError thrown""","a0f5776f3546d2ced19d9e264c53176a23d3b078, b2ce5be9d049a73e0adb475156435b854355f234",True,
587eb193ddbc2dfc10c2bdbf1718cd2267a0e77f,fix resolve redirect to pass all original arguments,86f9b1616ae9fd0690a8a1746b9a8d111b4210d2,False,"AUTHORS.rst, requests/sessions.py"
845e8f943f47ed3b88e19ff8351e6f248a9d6ab9,"Issue #2334 - HTTPAuthDigest - Making it thread-safe

The existing code counts the number of 401 responses in the num_401_calls
authenticator attribute. This is in place so as to ensure the necessary auth
header is sent, while avoiding infinite 401 loops (issue #547).

This commit makes num_401_calls an instance of threading.local() (previously
an integer), using num_401_calls.value as the counter.

It ensures that concurrent authentication requests get each their own counter
and behave as expected (otherwise every other concurrent request would have
its authentication fail).",0ad075c430a2f2b1d428dd50b4726dc0742d15ce,False,requests/auth.py
e65360dbaf252a136a011adf639e5dce880a2412,"Issue #2334 - HTTPDigestAuth - Replace getattr utilization

Following Lukasa + kennethreitz suggestion.",845e8f943f47ed3b88e19ff8351e6f248a9d6ab9,False,requests/auth.py
e8d9bc55bc9fae82e3ba934d3f7a93e94a72d094,"Issue #2334 - HTTPDigestAuth - All state now in thread local storage

Following feedback from tardyp and @vincentxb.",e65360dbaf252a136a011adf639e5dce880a2412,False,requests/auth.py
d294de38c4461c1e694038dd7264ff74ceae1c0b,"Merge pull request #2525 from benjaminran/issue2062

Issue 2062: Added custom header precedence info","0ad075c430a2f2b1d428dd50b4726dc0742d15ce, 898465756a600958fdfee6aef43134cab7d75a7d",True,
36dea434065fa174105ac220152d94f7a39827b5,"Issue #2334 - HTTPDigestAuth - Improved per-thread state init

Inspired in @tardyp approach.",142e24de7b456d09b88bbbe0b9c978755254ca95,False,requests/auth.py
5a69137ac871c38f4597b574e93de07d9ff9655f,"Issue #2334 - HTTPDigestAuth - Renamed thread local attribute

Per @sigmavirus24 suggestion: private and more readable.",36dea434065fa174105ac220152d94f7a39827b5,False,requests/auth.py
18e678c1f897d5bcc934f0b1d5788afee9c37ada,"Merge pull request #2531 from benjaminran/issue2062

Issue 2062: Updated custom header precedence info with .netrc example","d294de38c4461c1e694038dd7264ff74ceae1c0b, 1b1866934b407dfe10bd75a7d81bdeb218934f70",True,
1b5bfe681b4c0a987e97ae78b2034db7b7ce3d01,"Place VendorAlias first in meta_path

When other libraries or tools add items to the meta_path, we need to preempt
some of their import hooks to be sure modules can be properly found. This also
prevents problems importing built-in modules on Python 2 where it will first
attempt to import something like:

    requests.packages.chardet.sys

By placing our VendorAlias first, the above will fail and then it will fall
back to trying to import sys directly instead.

Closes #2465",460caf71a47f6ccd2317ef4c8d7fe1442dcba5b7,False,requests/packages/__init__.py
dacf69a16df787c4a4c4b4185b86e597b2414445,"Fix build version number in metadata

Closes #2530",18e678c1f897d5bcc934f0b1d5788afee9c37ada,False,requests/__init__.py
1ff9a05181fce368b2b39d79d16431f3fdeb3fd3,"Merge pull request #2534 from sigmavirus24/bug/2527

Copy a PreparedRequest's CookieJar reliably","18e678c1f897d5bcc934f0b1d5788afee9c37ada, 36093e69c70b9b24dd1e007befa35ad891313f51",True,
0581f2c7d2066d5c17ce401a56778b022a9e7e1e,"Merge pull request #2533 from sigmavirus24/bug/2465-2

Place VendorAlias first in meta_path","1ff9a05181fce368b2b39d79d16431f3fdeb3fd3, 1b5bfe681b4c0a987e97ae78b2034db7b7ce3d01",True,
956ec8321a76f0b5a9f5bcb591cf6e77d773f819,"Merge pull request #2427 from luozhaoyu/master

Bug fix: field uri in digest authentication should not be empty when enc...","0581f2c7d2066d5c17ce401a56778b022a9e7e1e, fb1971778f0a199e65193af4bbd0a040fd3808f8",True,
e3c7b43fc98aab11bd228498a775a528a06429f0,"#2532: Documented strange behaviour in ""PreparedRequest.prepare_cookies"", caused by cookielib. Also documented a workaround if absolutely necessary.",956ec8321a76f0b5a9f5bcb591cf6e77d773f819,False,requests/models.py
a57c87a459d51c5b17d20285109e901b8aa95752,"Merge pull request #2535 from sigmavirus24/bug/2530

Fix build version number in metadata","956ec8321a76f0b5a9f5bcb591cf6e77d773f819, dacf69a16df787c4a4c4b4185b86e597b2414445",True,
f89b5a5d90d7b45a7f59dbd2bb29ae2f400aba44,fix bug 2540,ccc03b93ef003de381cdafc5f483080a85553e94,False,requests/models.py
f02d0f9e79a3aa3f0b716871f457ceb8f446bdba,Fix bug 2540,f89b5a5d90d7b45a7f59dbd2bb29ae2f400aba44,False,requests/models.py
599f8343512277671d08e043a0505a82630c641d,fix bug 2540,f02d0f9e79a3aa3f0b716871f457ceb8f446bdba,False,requests/models.py
5478dd62719a1ce60899a856fad2bee288d7271a,"Merge pull request #2547 from sh1buy/bug_2540

Fix MisssingSchema error message does not handle unicode input correctly #2540","ccc03b93ef003de381cdafc5f483080a85553e94, 599f8343512277671d08e043a0505a82630c641d",True,
a0632d8df045f9e56625a856a14df8941922eced,Minor formatting change,5478dd62719a1ce60899a856fad2bee288d7271a,False,requests/models.py
a0d9e0bc57c971823811de38e5733b4b85e575ae,"Merge pull request #2504 from pvanderlinden/bug/2503-resolve-redirect-pass-all-arguments

fix resolve redirect to pass all original arguments","5a799dd0f505e6c6c2ff67e227f6a3d25c086342, 587eb193ddbc2dfc10c2bdbf1718cd2267a0e77f",True,
b906c04a6f6d70595fd3f02de2abc3320e470692,"Merge pull request #2553 from sigmavirus24/bug/2552

Simplify PreparedRequest.prepare API","16eeee14367550680d9c3cd084b9d4addd743755, 35045e851a75b23d3d4e50853dfc1c5555110895",True,
a6937534ce0a496bca3205a25c4fb17470ac9fd7,"Merge pull request #2588 from gutworth/patch-1

use reST link syntax","b7bd29734022e634634d908e10bbf7a5ac15e76b, ba7975fd165d8511c3c83039a65deffa7341d4ca",True,
3475399a472ad0813a18d0b1fbeaec773f6cdeab,fix captilization,16eeee14367550680d9c3cd084b9d4addd743755,False,requests/__init__.py
c6c8d649af10cd5660b625fca4f44bd00541d518,"do not blindly catch all AttributeErrors

see shazow/urllib3#618",868625532d2c64e4a46ec05a5c74bebff90c62e7,False,requests/models.py
4505f71829b82dab35f9fe71eb8118104a16ad62,"Merge pull request #2597 from t-8ch/defensive_programming

do not blindly catch all AttributeErrors","868625532d2c64e4a46ec05a5c74bebff90c62e7, c6c8d649af10cd5660b625fca4f44bd00541d518",True,
c3c4c96a95d95726b47968cc953c6f60829933a8,"Merge pull request #2601 from sahutd/issue2599

Auth handler calls close instead of raw.close_conn","4505f71829b82dab35f9fe71eb8118104a16ad62, 86aff09103608fb5cbb11dbfbcf35e5e4927a5da",True,
